recipient,amount,error
FBkSXuZ58ZTXB2qJpHepub6LhR6DmsMCYhD95tbjN5Rv,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
B5HUT4gMie7QgRm4v7HvD4fAhMyHjXHtK9BSvtAdpirp,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
8fG5C6QAGTa4M4cks2iD5nRGaSusxVgmyKGBN4CZiKh8,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
BvpqrNxPXJJemYuKntHcoBMrEcX3eMCbzmKaQcMDEPWP,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
7aARGX4DgNrsKn4Hd4vjU2oqm8Syf8Lh3HYUh5ghMmhf,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
B7GwvNgGySCvnGNABXxJNjQVdqCEbjCSQ9DckYt2b1P,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
F1X5rgsymnVxt95cdY5TyPCr9PPdfm77p9e3DC2YyTAG,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
5QnsXqgwUQVitBsSoRe7LftXxmetPzBPjxadFKRU2d2P,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
3pgufFLtWKoysKR3GP7F1raYYnA9YBPoRANGZcbzZKTZ,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
7PJBTT8fvaoFWUytfcaZCkLiLPsZiNkJ2gj4GMizcXB7,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
8eg6Rq4wCLALsRZ9rNFud7L5aCZxE5udRsqnkWUmecsc,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
7AMCprzVBNHXXR7vC1BrG7Dv1vbJBajwQ8nM4LWD1omL,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
N1QqW5LULxiFVjbDAeDaFNYrGgHY6jUGNGgnh7x9zzN,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
BRMEyjyT9WkaC63Qi32ZaRQEf7nNgjZo25g57SXjHo6R,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
6R6R1wdKs9qde7SvwtAwGNhu3sUJxZwbvqbHuTpr9EbV,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
2JceQHN6r6cCTT6UDrrpYXMyM5CVvbzxGpX7zeq6k7nE,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
7ghtEvatpRDFyJ56HcHW6vtFopPDzJyd5danRAqEf891,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
2WDXtKGSnQqsk4xJ93sBxkRPKrPmvP7N8dsCGwPXxUrw,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
5vo3TcSneY8KLYuwcm9szA3jCDEdYvjdRvvGuDRMozVP,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
4rAYJ5wanB6w8pFrfwjEZo6zxGGYrNSUF84VxjffKNuh,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
5unzhgWPsLYbcCMeipzh1ePXaYk28CYtfa4ueSKTWxq3,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
9KtMmXVZYkgHJJcBm9bPb8RsqhuEVSjWnGSTbX446VZu,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
3qsmfE6m41qHPVFsaTf4T2GA1uKdxFHpYL9P5fi3rE82,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
4itJyUjo8DJTmEdUTTvX53x7Z676A5Rw79rn5UjwnLWj,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
AZQgEuBhJThuXNAjwAi95EjXox6VKp4B81S36HDp9iu1,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
HwLTPYxMBCUxpNf8QXSRCZz5C6B7uVsUjkrGzF598Y7G,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
DxiHwYzD3shRWh7rCiKz2hiRSjhNq3jxNr9bPMQg9NgM,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
4b6yQecgZKqoG1Sm4J2UoaY4aKFi6FsYFK8gUQJmGfKh,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
5WX8wih9xHYBwzrqQSvatkGYdzdpnknSgrumBP8nSoWk,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
H9kDA6MJWsLEfTqdBUFEAcwFRiPqkxap7jH3DdbFxASB,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
A6tQPUMHAM89EFQDVJ5yFH4Z6Vzrp198HZpsjPNmKFaP,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
5PWQa1PWhsaGihBEKtDwpejeDARRhUCTUN3Kn4jY2mma,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
AphdBQKKx96x93ZgoLyNEt77D9gMXRk1WTrY7ZniTMbv,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
5pwxhtEQpCkhgg2zS56iiEuWnyK1jS9riYjCAjzPNeNW,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
CieirU65BsVU2uT8d7xH12iaC6GEd4BdJSwH76s6Gh73,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
FrKtaszNY35Eeu3ja4Tbzp7V61C27H2yN2HGWY8GaSrQ,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
ABrxaLVSaFhx2Wh4JeHQwGerVzjy8sPZQBxarPNMzuNQ,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
HKctEs7ZAYfg9cAjTqtBMmmDvN14sNfJRvmeQZh6ZgM3,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
5g9BcpxF7igkPq96z7GUUw3kYSgGRNHrd7jctUp7xn8e,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
6j4xuA8ZChu4CybKk97j1dhcb1QGD3on8KNnXrdHVaAi,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
CYT8UW54Y5SMd2XyWWmRqgT9kvG4p3bET4A9ajQS4kM7,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
FjRLPd3sNyesXq2iodam1r3rPniWS576yDgT2MxvkAJw,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
HwLSHg6EtmrQgxwXCQWHggr6vmWNucexJv6V8aUJYqtT,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
CXfdcUFf7oRnNMoiBQtizn1yeLoQc48tAyZu4s1XtWiV,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
8ZXuL5LiXptspLzpfwkbmQoYiynxvrU4j2oLhGb6KMtD,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
6Kf5v3kzDq4mExD9Jpvj8ccaMpXGu4pvBGxJETeyQ1VM,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
EGE1Fhxiv7ymQgx2KLqkTHNzjVmTU9cm9Sg8QhvZCkMN,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
DcWmmmLvfuZC5utv7goiiMtxNvL9ZEVSQGpqee1ReKCr,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
DwqeJBPtdhoFJso6NWWiazMSvfxPGHgJZMqAK2n8YzSp,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
29Ryoea3ywcN77bfUzfHN45VbvAtZEWrZ2YCtuXem4tA,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
83Z1bCEcFAfPMNESHhtPAnxfA7hLJH5WzvpwXLgijA2M,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
AeTwVxLqJnVexT283JeQVFr3G3dahqzVLWfCDzXta1HU,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
4579w4K6uvmRDkHsnEm5btbGgWeJkM1SnrWVZubjvs8J,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
28y3s2U2dtrcxF8bJ4Swg8Qh4hUHSC5mYt5XHFSta2uG,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
AawK2KxemSJAqxnxowwLGpsjLNc5E4KUdoy8wWmdU3dh,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
7icnrcZRvBrDvJyGo5QUyRPa3mCE9YzLEBEKcxRfQAuW,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
xCF6HKcCYG4DTjN4W2rwZCAPGfxQPmGETtUHruEQ4nn,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
FrjJEqvMLEQReWW7LXUTuob41stF91oWcRzffP3Cg79B,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
8HTMontwCnK4f5yGVQMoHJRDybYWMqt9xvDddvNyoa8d,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
HupA2BzQuQ4M94zRiNRRMT9bERZxbLRHkdvfG9PhfcQm,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
8wrhdLBqYELpZHGSFgi1snjGMd31qW7Cyg3WeqhLwoCk,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
GwaygkLeTYFr3XYwTHJ4RxyTJQ1CUsSMqhvYWWdV2H1A,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
HKYEuXUv1HX9G7jZGytKEH2nPz3NnAzEbYWxUNpiZdyX,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
9zbEBTQNz1AUoAqtm39W3dZFvPApbx3w2JcWnWQPoNGF,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
Btv7oeR9phVMNYT7rP1tCHP7FNQDk2whcnhbEgA2GU7P,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
FQ8wf289eyMAHd787SLY6oE7hawN6ESXtUYZdSeEpaz8,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
DdY1tZLNJ12KZKSsFD3VAK6N1SceRLmQffXVKRthnbzD,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
Cn1f7NAvnLhgcUW1GDg3CCmsGJzaVaizRiXfRwYa49D3,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
6D6b1WxuzQAeE9t3dWAALWts5Pp2dHVgRfV45jRUFvu,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
6gwBdFP3Bcxo2HMRkt4vaPznczbzZpJRmYhedej35Adm,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
7K7YyMqjvtE5jt6AvPaXTRTF5w93oQa7sD1a6eBQpCGN,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
3e9zTbcKuRaTqAthbw5XrJYpqrLdWxu1B8yXmipqA9Q2,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
qQz8uS47JM6R2UbiHFy7pDxxiWfmQc8Dnf9qzzxPAXE,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
2iBHeKVNdHQjtMjw7GngrXpF8uMvngVDxVvytbTkFTYH,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
4jGPTXNbhPNgXHQ2tAf2Mph5DeoYma2b5eZnBHGaHvo2,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
BUZAPTriFkM2yC7vykdGqK28JE1HX9VDT9wkn1aq5m9N,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
DLDkt1V5m4Bo7djWJ4JPDikX5XP5jTQEphfgeBNMwbAb,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
8DrX22ip5ChgXLUXdZqrtnJvuLzEaGPCkkcgBYB7NaTk,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
CqD5eDn5eUQKqNJHmY1DXAK49dTYzZnGPqUPJHM52XrB,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
FLfzDnTuSmaadUrHMr8NNU1Tj4xPK8sidNASV5ri2bCr,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
ERUPwo5kJeXFmPKc8mrS4NkJU6vxqAWMLoAfadjN9BVr,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
mEVULWQTf4jaKuQbLhi3SiCvFExND9R6EE3BXvWT1Ar,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
4zPgupz27wED2zErXmQNZmx8ZkY7tqSSvtwaA7RKZx1i,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
2vBkbcz2xkD5H22QdiK6RLQgEgnPVB1cKW65ZsEpPwiA,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
7ooi8z3fiPgtqtPBc7ot4JtNoMTGRQZ49XHJNQf8MS2L,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
5SVMZRg2xaQhBYUVdqMGEFAVnZirwUtbTFo7GBg8a5ZD,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
E9EoJZ9AKNAbqvaGLd5xBWzaFJWD1QVMDkwT769oE5Qm,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
8KZ9ACBCjLXfdi3kU4yqZHsSjsWSvyeo4RFX9hrNBv2t,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
6D5mKB6cXVasCLxeiYaLoiyD4oNfzyoLKZPJXpN2AWUx,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
BoerfAoU1crLi3ChPYj5rBJHyaiMapwAuTd28uF2Hnqr,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
7HoQbrN7oUJuLMVfjEmcNhWKWPBgFddcnL3NQBe2Vbuy,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
FDcEoQrPkGqnix9SkVV2qJqyn9x6BoHLHX5xAHRiGWCJ,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
CvKssUQNu6E3povVdtBEGLqLgRXx5mvsNjCe2r1nehjA,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
3L5ZBVqJFUWqg1Vz3kmajuCymcFsFZqSprtaw4pd5bEY,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
58SdBVeMCLYsuScGnAEpMWxMWmtbx9FwkvN5iENQ3JRV,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
9megLyhW7V13jSDTWdUdNayxJDdVzUkt2JHvKmECG8Ci,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
CPBmHv7oei3wxf46kKLcz9whKvejqaeG9oZdP5hXeiCg,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
6SQZuKtbS4LwLRTTEAkZswuLhjpyvsffCYAcbdJjhiAk,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
2bPCq1JeSTndEjdQtYwbeDx2CPBTmgZrBn7S9t9u4oKP,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
HQm8o2Y6e8HJnTdQafVQ832EhmCwhwV6TKQjaWNsSrNQ,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
4gWhSFWc1B6Tz9BccxAuqz4c3iUsHLjDyYQwJg3ges8k,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
5dgvENYTvLcmYvrBMLbu15m5c62fGykV7jzpRDjTDSJ4,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
Hav2SZD4jw5tr5UeXnkVE2Be6GQLhKM1QGnyv7T4jNVy,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
HszuYbhjB1wJVoKEQvgS9qqztdXq3VCByV4eRNqDszR6,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
CqE5qZLx2eCXEhyHgFnvbrzPQG9zqpkSfnmWy1Kf6U9x,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
9gRNY7bJdgHEnum5p3KE1JyoShsjXMrZZrCbSqLNDfHV,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
7msuj9w6pKfaNJDuhsd3YBWATwD8veRKffbeTLu232p9,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
8CMAeTUed8NAAXmLy2onSRz1g539T1b4B4mQXW1j48TG,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
AgFtbCXj1zJHFYEuaec6QXFcNZ54Ky1dSWeg3fsdakv5,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
7DXT4m4gR66aCP6CJHEyUou55fAoEuqvSaDNwG9vj7GF,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
5wrRARz8Tgj6RQk6ZgEhe1ykpXDDRvpAfsN1kxAVj7i1,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
Fv118QgpuAS7bq7hRGqHixNHYPBw1ECanSeC1ykgWHjr,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
AAXb73bk58vpbkxGR8XWy3McLnxrKJo7tEEYA3KzqKpF,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
9uH5tHkURYrTLkmY7bDoJnDdNy2gct1Ya4Q6xinR8Rzr,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
CBT71GcS5Aa4vPRfcimmeNdnW9pfVuMsKENG4sg8LmbN,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
6Hp9f882V6g6RY3RRx2UEZeiSbR7TCvMUa6LQStZ6fVw,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
38KAZdgjnb7ABtKN6Y8vmNcVXC4Q45Wb8hidmntAP6zt,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
72dvbGuvpKKHsdYM2YD5ygpvxj6NHo8NSARv4Ep4jWm3,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
7XQ9A1UiVRUrpAgEznxHtPc5aYoZc2VthkiB2xG9P4Vb,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
AL2yunK85cPWtGmUQobc2QFnrmEw3XrNApUofBWBGbvr,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
5zvH5siV4PymENXLYhJSPGsEBJuHFskuqa8ciu36ApR6,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
4KmioqwGnYx9M1xnyDZu8FHUSGymVUqj98W97Cjp6Swx,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
4sDXNvQ5kGjpB4W9VxVandSytKbKRLC8oMboyTLAVzcr,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
DLazmfY1HbYiQniNzKjH5FphyGGNx2nXSNmDnn9vK37k,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
ACaPc62KyYhrHWe41Q3HFvcRWt3TXg4rX1cATqYToVce,4500.000000,RPC response error -32002: Transaction simulation failed: Blockhash not found 
3jAo2DMZYfgmjbV8jmcad58NECU2YZx9kUbbhnfxx9DM,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
5eJSsQ78JYkeJYwQSF8ugJkE4gjHHf44cFWkdZ3Mo4ai,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
5mZv3yYSPGxPW2Eh7Ju2VJAh3WYjeu3JXkZ1zrrEY93L,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
7UhaY8KAkFmbLbyVfwucjn1Dm1Q39wUV8aXGAC6QeSi9,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
5PFQs2vqV63KFwVBt5N4jxCaJ9hJk8zJRgJNCPRnF6e5,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
697VSkQ6Lx8b5aWV8MMQAM5PUwwvo1mBgVUsYBKT9e7m,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
6r3wXuSrbxDv5Lkva8VfrdZ1JfU9wdogoJLHoscMmoZL,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
DfgvgEhYoRX2F5sJhV81G5mWCwJT77DtCNWcEAehUgJD,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
95yrc82obuhePrzdKRmnvFkN6jXaFY5wdbFhvbZGaxMY,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
Dhr1tPfD4PR3zDE4ruH5g2UKHt37jiuGnVkoGQ2jxMJC,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
6PhSbVFteBwKjszsDXrMUo8KLDaAFdczBp8JrVDLj533,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
GuLSfdQUCQwgmcqgb2jfGvdjENUFvvpdSx8oqfakjHTV,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
EBsfgFb8bRLM2wqx2oQodtxdy7TuiJZkFAQkcnB5iWhA,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
4XQWsZPBKU5vD6vdKr9yasqi1gmpqwejWZZVKY4S4Zs1,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
2k5uiL5wsws7piNXR8Lsy3hBNoKZPQ4wH8JmcJhHzsxP,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
G1ifePnTiXVrjrn5x4UZaF6KhuZkLuczkw7QZt2X9PjL,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
Cbm7YFmJNEZP5VL73kQNSKnaZPkaiSb21Ua3tUTQjxBy,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
7pnZrfns1kAnWgNtK76AtLMEXdHJRsgdLf3ymXD5v7et,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
8h2KyqFPfDVp8Szkuc2fheuQPQvZybTyfuY2RCnyHkRt,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
6x99tNSXAeP6PRUQyfZL2ReKnzb279ZPgLDJX3cMPKNd,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
7GGPfoKw5RyHzMz8RxaiEcAfL5Ep2KrdHCk1SYULg2qe,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
Es8CLzHmLV4DMVctBxjgd97kiEouriXs7TeJQ3mYbqpy,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
9SCBxpmdwYzgmjuCtcDLEwu7m9uTFtbMec7CcuEfTNwX,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
5MiVYnNyKb89ZYTWBH2ysW8Yt9vrt7qsp1eV3JMa8sYe,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
E2MdnjX3uREobxzrScaXWSpncvvTyvUz1q2G1aVqf3Jb,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
AV7dUEobyf5drhpQ8sn3zseKt4g2h1EDRhDxvphuarmr,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
EV3vCBYBChXmwsEcrYisPiW82J7kedPjJoU1TV2bVqeG,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
GBKeRtM9eoDaMxSuTzm2uEhxdqo7duv3EDcUywrzKzef,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
FJzSe6Uf4cMjDshUCPecz5Q89jHQa1rTgYnvxUA2GCU4,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
CRCsYAd3t8JqamUMWwVhgeyyUCXNfhUN7jemmvNYETJ,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
AXrfUutapzLPqU1hnEQEBYJu14NTTsKSvNXNYY9ncw1L,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
58efy7B2fSYbfdyL6u2ugXCbaNJiwqZGP98GxnzTaHrn,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
6v5E2azkUYjiNGzvz97hRbeBee682cTJDvYnYaoZTSgp,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
26UwF3N5H7HPPJpCE1CBwcjccmbVicRk6gDtKPQs1REE,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
7okBPxztfm4bj2ow7SF148WhR8yPyjkgN111itXKdRnv,4500.000000,Error: The recipient address is not funded. Add `--allow-unfunded-recipient` to complete the transfer 
PGYevRsg6WffLEtMGkDuAtz4TEStsK9PdcaawZ3Kvbf,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
2B6ZZs94cMU2zpuAWTrtgrAbgkoaKst8HhkesuVFNnAC,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
Bw4nXUJpWHwBZZ4YvH5KU48tHFZurGbNxKYK7sbGSimB,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
CgmyubXzA9VUGb8PSUEzZr2vRNzZxosQYDkTwuojpMz8,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
8RmsNSFV4NvLyePGzHQpt3tqX7L3QGbyXSZEsoGo7jra,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
DcrY4aNY53ZQ6WxMHriczXT5ECEsFMCEkydoAecMx7iL,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
9ky1FmFycwGQd2MbAsncxCnsZXJcGodHRE91eaT8Zr4q,4500.000000,Error: Recipient's associated token account does not exist. Add `--fund-recipient` to fund their account
